nct_id,facility,status,city,state,zip,lat,lon,x,y,contact_name,contact_phone,contact_email
NCT04986423,Seattle Cancer Care Alliance,RECRUITING,Seattle,Washington,98109,47.60621,-122.33207,157.9,78.9,,,
NCT04986579,Brigham and Women's Hospital,RECRUITING,Boston,Massachusetts,02115,42.35843,-71.05977,825.5,178.3,"Elahe Salehi, DNP, ANP-BC",617-632-3800,elahe_salehi@dfci.harvard.edu
NCT04986579,Dana Farber Cancer Institute,RECRUITING,Boston,Massachusetts,02115,42.35843,-71.05977,825.5,178.3,"Elahe Salehi, DNP, ANP-BC",617-632-3800,elahe_salehi@dfci.harvard.edu
NCT04990921,James Graham Brown Cancer Center,RECRUITING,Louisville,Kentucky,40202,38.25424,-85.75941,635.9,292.2,,,
NCT04991948,Mayo Clinic,NOT_YET_RECRUITING,Jacksonville,Florida,32224,30.33218,-81.65565,717.4,431.8,Jeremy Jones,,
NCT04991948,Moffit Cancer Center,NOT_YET_RECRUITING,Tampa,Florida,33612,27.94752,-82.45843,711.0,477.8,"Kim Dae Won, MD",,
NCT04992728,UCSD Moores Cancer Center,RECRUITING,La Jolla,California,92093,32.84727,-117.2742,158.5,365.1,"Gerald Henderson, BA",858-822-5223,gehenderson@ucsd.edu
NCT04992780,"The University of Kansas Cancer Center, Westwood Campus",RECRUITING,Kansas City,Kansas,66205,39.11417,-94.62746,507.2,283.8,KUCC Navigation,913-588-3671,kucc_navigation@kumc.edu
NCT04992780,"The University of Kansas Cancer Center, Overland Park Clinic",RECRUITING,Overland Park,Kansas,66210,38.98223,-94.67079,506.6,286.3,Clinical Trials Nurse Navigator,913-945-7552,ctnursenav@kumc.edu
NCT04992780,"KUCC MCA- TUKHS, Saint Francis Hospital",NOT_YET_RECRUITING,Topeka,Kansas,66606,39.04833,-95.67804,492.1,285.2,KUCC Navigation,913-588-3671,kucc_navigation@kumc.edu
NCT04992780,"The University of Kansas Cancer Center, North Clinic",RECRUITING,Kansas City,Missouri,64154,39.09973,-94.57857,507.9,284.1,Clinical Trials Nurse Navigator,913-945-7552,ctnursenav@kumc.edu
NCT04992780,"The University of Kansas Cancer Center, Lee's Summit Clinic",RECRUITING,Lee's Summit,Missouri,64064,38.91084,-94.38217,510.8,287.6,Clinical Trials Nurse Navigator,913-945-7552,ctnursenav@kumc.edu
NCT04992780,"University of Kansas Cancer Center, North Kansas City Hospital",RECRUITING,North Kansas City,Missouri,64116,39.13,-94.56218,508.1,283.5,Nurse Navigator,913-945-7552,ctnursenav@kumc.edu
NCT04994067,Montefiore Medical Center - Moses Campus,RECRUITING,The Bronx,New York,10467-2490,40.84985,-73.86641,794.7,215.3,Jana Fox,718-920-4140,jfox@montefiore.org
NCT04995198,Johns Hopkins Sidney Kimmel Comprehensive Cancer Center,RECRUITING,Baltimore,Maryland,21231,39.29038,-76.61219,763.2,252.5,"Channing Paller, MD",,
NCT04995198,Memorial Sloan Kettering Cancer Center,RECRUITING,New York,New York,10065,40.71427,-74.00597,793.4,218.3,,,
NCT04995198,University of Washington Medical Center,RECRUITING,Seattle,Washington,98195,47.60621,-122.33207,157.9,78.9,"Heather Cheng, MD",,
NCT04997993,Icahn School of Medicine at Mount Sinai,RECRUITING,New York,New York,10029,40.71427,-74.00597,793.4,218.3,"Deborah Doroshow, MD, PhD",,
NCT05000294,University of Florida,RECRUITING,Gainesville,Florida,32608,29.65163,-82.32483,708.6,446.0,Chloe Quintero,352-294-8819,chloe.quintero@ufl.edu
NCT05001477,RadNet's Liberty Pacific West Hills Facility,RECRUITING,West Hills,California,91307,34.19731,-118.64398,143.7,335.5,Kristi Maya,562-981-6101,Kristi.Maya@radnet.com
NCT05001477,Mayo Clinic Jacksonville,RECRUITING,Jacksonville,Florida,32224,30.33218,-81.65565,717.4,431.8,Ann Dunshee,904-953-5102,Dunshee.Ann@mayo.edu
NCT05001477,Wellspan Health,RECRUITING,York,Pennsylvania,17403,39.9626,-76.72774,759.0,240.4,Sherrie Keller,717-741-8042,skeller@wellspan.org
NCT05001477,University of Texas Southwestern Medical Center,RECRUITING,Dallas,Texas,75390,32.78306,-96.80667,474.9,403.2,Anna Manning-Mortimer,904-953-5102,Anna.Manning-Mortimer@UTSouthwestern.edu
NCT05001477,Urology Place,RECRUITING,San Antonio,Texas,78240,29.42412,-98.49363,446.9,465.7,Victoria Sarwan,210-617-3670,victoria@theupi.com
NCT05005403,City of Hope National Medical Center /ID# 276272,RECRUITING,Duarte,California,91010,34.13945,-117.97729,153.4,339.0,,,
NCT05005403,City of Hope - Orange County Lennar Foundation Cancer Center /ID# 278589,RECRUITING,Irvine,California,92618,33.66946,-117.82311,153.7,348.1,,,
NCT05005403,USC Norris Comprehensive Cancer Center /ID# 279603,RECRUITING,Los Angeles,California,90033,34.05223,-118.24368,149.0,339.6,,,
NCT05005403,University of Illinois Hospital and Health Sciences System /ID# 251750,RECRUITING,Chicago,Illinois,60607,41.85003,-87.65005,602.7,227.4,,,
NCT05005403,University of Chicago Medical Center /ID# 276271,RECRUITING,Chicago,Illinois,60637,41.85003,-87.65005,602.7,227.4,,,
NCT05005403,"Fort Wayne Medical Oncology and Hematology, Inc /ID# 232593",RECRUITING,Fort Wayne,Indiana,46804,41.1306,-85.12886,638.8,237.3,,,
NCT05005403,"Community Health Network, Inc. /ID# 243011",RECRUITING,Indianapolis,Indiana,46250-2042,39.76838,-86.15804,627.2,264.4,,,
NCT05005403,Norton Cancer Institute /ID# 248903,RECRUITING,Louisville,Kentucky,40241-2832,38.25424,-85.75941,635.9,292.2,,,
NCT05005403,START Midwest /ID# 248685,RECRUITING,Grand Rapids,Michigan,49546-7062,42.96336,-85.66809,627.6,203.9,,,
NCT05005403,M Health Fairview University of Minnesota Medical Center - East Bank /ID# 276200,RECRUITING,Minneapolis,Minnesota,55455,44.97997,-93.26384,523.6,173.2,,,
NCT05005403,Nebraska Cancer Specialists - Omaha - Wright Street /ID# 247399,RECRUITING,Omaha,Nebraska,68130,41.25626,-95.94043,488.3,243.6,,,
NCT05005403,Duke Cancer Institute /ID# 276267,RECRUITING,Durham,North Carolina,27710,35.99403,-78.89862,742.1,319.9,,,
NCT05005403,Carolina BioOncology Institute /ID# 232597,RECRUITING,Huntersville,North Carolina,28078,35.41069,-80.84285,715.2,335.6,Site Coordinator,844-663-3742,
NCT05005403,NEXT Oncology Austin /ID# 243005,RECRUITING,Austin,Texas,78705-1171,30.26715,-97.74306,459.4,450.2,,,
NCT05005403,The University of Texas MD Anderson Cancer Center /ID# 270059,RECRUITING,Houston,Texas,77030,29.76328,-95.36327,497.8,459.8,,,
NCT05005403,Next Oncology Dallas /ID# 276254,RECRUITING,Irving,Texas,75039,32.81402,-96.94889,472.7,402.6,,,
NCT05005403,NEXT Oncology /ID# 243007,RECRUITING,San Antonio,Texas,78229,29.42412,-98.49363,446.9,465.7,,,
NCT05005403,South Texas Accelerated Research Therapeutics (START) /ID# 276268,RECRUITING,San Antonio,Texas,78229,29.42412,-98.49363,446.9,465.7,,,
NCT05005403,Start Mountain Region /ID# 276270,RECRUITING,West Valley City,Utah,84119,40.69161,-112.00105,263.9,235.4,,,
NCT05005403,Virginia Cancer Specialists - Fairfax /ID# 232592,RECRUITING,Fairfax,Virginia,22031,38.84622,-77.30637,755.0,262.6,,,
NCT05010109,M D Anderson Cancer Center,RECRUITING,Houston,Texas,77030,29.76328,-95.36327,497.8,459.8,Zhongxing Liao,832-829-5312,zliao@mdanderson.org
NCT05011383,"Rocky Mountain Regional VA Medical Center, Aurora, CO",RECRUITING,Aurora,Colorado,80045,39.72943,-104.83192,362.0,266.6,"Daniel Bowles, MD",720-723-6498,Daniel.Bowles@va.gov
NCT05011383,"VA Connecticut Healthcare System West Haven Campus, West Haven, CT",RECRUITING,West Haven,Connecticut,06516-2770,41.27065,-72.94705,805.4,204.6,"Herta Chao, MD",203-937-3421,Herta.Chao@va.gov
NCT05011383,"North Florida/South Georgia Veterans Health System, Gainesville, FL",RECRUITING,Gainesville,Florida,32608,29.65163,-82.32483,708.6,446.0,"Jess D Delaune, MD",352-988-7504,Jess.Delaune@va.gov
NCT05011383,"Orlando VA Medical Center, Orlando, FL",RECRUITING,Orlando,Florida,32803,28.53834,-81.37924,727.0,464.3,"Priya K Gopalan, MD",407-631-2389,Priya.Gopalan@va.gov
NCT05011383,"Atlanta VA Medical and Rehab Center, Decatur, GA",RECRUITING,Decatur,Georgia,30033,33.77483,-84.29631,667.4,373.5,"Maria Ribeiro, MD",404-728-7680,Maria.Ribeiro@va.gov
NCT05011383,"Robley Rex VA Medical Center, Louisville, KY",RECRUITING,Louisville,Kentucky,40206-1433,38.25424,-85.75941,635.9,292.2,"Fred Hendler, MD",502-287-3515,
NCT05011383,"Kansas City VA Medical Center, Kansas City, MO",RECRUITING,Kansas City,Missouri,64128,39.09973,-94.57857,507.9,284.1,"Linda Verkruyse, MD",817-681-7115,Linda.Verkruyse@va.gov
NCT05011383,"St. Louis VA Medical Center John Cochran Division, St. Louis, MO",RECRUITING,St Louis,Missouri,63106,38.62727,-90.19789,571.3,290.6,"Eric Knoche, MD",314-289-6305,Eric.Knoche@va.gov
NCT05011383,"Durham VA Medical Center, Durham, NC",RECRUITING,Durham,North Carolina,27705,35.99403,-78.89862,742.1,319.9,"Rhonda Bitting, MD",919-286-0411,Rhonda.Bitting@va.gov
NCT05011383,"Salisbury W.G. (Bill) Hefner VA Medical Center, Salisbury, NC",RECRUITING,Salisbury,North Carolina,28144,35.67097,-80.47423,719.9,329.9,"Michael Goodman, MD",704-638-9000,
NCT05011383,"VA Portland Health Care System, Portland, OR",RECRUITING,Portland,Oregon,97239,45.52345,-122.67621,143.0,114.9,"Julie Graff, MD",503-220-8262,Julie.Graff@va.gov
NCT05011383,"Ralph H. Johnson VA Medical Center, Charleston, SC",RECRUITING,Charleston,South Carolina,29401-5799,32.77632,-79.93275,737.1,382.2,"Steven Savage, MD",843-792-4531,Stephen.Savage@va.gov
NCT05011383,"Memphis VA Medical Center, Memphis, TN",RECRUITING,Memphis,Tennessee,38104-2127,35.14953,-90.04898,577.5,355.9,"Alva Weir, MD",901-523-8990,
NCT05011383,"Tennessee Valley Healthcare System Nashville Campus, Nashville, TN",RECRUITING,Nashville,Tennessee,37212-2637,36.16589,-86.78444,624.9,332.9,"Sally York, MD",615-873-6979,
NCT05011383,"Michael E. DeBakey VA Medical Center, Houston, TX",NOT_YET_RECRUITING,Houston,Texas,77030,29.76328,-95.36327,497.8,459.8,"Anita Sabichi, MD",713-798-3750,Anita.Sabichi@va.gov
NCT05011383,"VA Puget Sound Health Care System Seattle Division, Seattle, WA",RECRUITING,Seattle,Washington,98108-1532,47.60621,-122.33207,157.9,78.9,"Robert B Montgomery, MD",(206) 277-6878,Robert.Montgomery@va.gov
NCT05011383,"William S. Middleton Memorial Veterans Hospital, Madison, WI",RECRUITING,Madison,Wisconsin,53705-2254,43.07305,-89.40123,577.0,206.4,"David Kosoff, MD",608-256-1901,David.Kosoff@va.gov
NCT05013255,West Virginia University Cancer Institute,RECRUITING,Morgantown,West Virginia,26506,39.62953,-79.9559,715.0,255.0,"Kristin Lupinacci, DO",304-293-1022,kristin.lupinacci@hsc.wvu.edu
NCT05014399,Parkview Cancer Institute,RECRUITING,Fort Wayne,Indiana,46845,41.1306,-85.12886,638.8,237.3,"Dr Joseph McCollom, DO",260-266-7100,joseph.mccollom@parkview.com
NCT05020574,"University of California, San Francisco",RECRUITING,San Francisco,California,94143,37.77493,-122.41942,106.3,255.9,"Laura Barnes, MD",415-502-1259,Laura.Barnes@ucsf.edu
NCT05020860,Harris Health System - Smith Clinic,RECRUITING,Houston,Texas,77054,29.76328,-95.36327,497.8,459.8,Maria Rodriguez,713-798-8347,bcc-clinicalresearch@bcm.edu
NCT05020860,O'Quinn Medical Tower - McNair Campus - Dan L Duncan Comprehensive Cancer Center,RECRUITING,Houston,Texas,77054,29.76328,-95.36327,497.8,459.8,Maria Rodriguez,713-798-8347,bcc-clinicalresearch@bcm.edu
NCT05024097,Weill Cornell Medical College,RECRUITING,New York,New York,10065,40.71427,-74.00597,793.4,218.3,"Encouse Golden, M.D.,Ph.D.",212-746-3650,eng2003@med.cornell.edu
NCT05024097,Brooklyn Methodist Hospital - NewYork Presbyterian,RECRUITING,New York,New York,11215,40.71427,-74.00597,793.4,218.3,"Mary Palmer, M.S.",,map9505@med.cornell.edu
NCT05024097,New York Presbyterian Hospital - Queens,RECRUITING,New York,New York,11355,40.71427,-74.00597,793.4,218.3,"Hina Ali, M.D.",718-670-1541,hia4002@med.cornell.edu
NCT05029999,University of Chicago Comprehensive Cancer Center,RECRUITING,Chicago,Illinois,60637,41.85003,-87.65005,602.7,227.4,"Nan Chen, MD",,nchen@bsd.uchicago.edu
NCT05029999,Johns Hopkins University,RECRUITING,Baltimore,Maryland,21287,39.29038,-76.61219,763.2,252.5,"Cesar A. Santa-Maria, MD,MSCI",410-614-1361,HopkinsBreastTrials@jhmi.edu
NCT05029999,University of North Carolina,RECRUITING,Chapel Hill,North Carolina,27599,35.9132,-79.05584,740.1,321.8,Ana Gallegos,919-966-7581,ana_gallegos@med.unc.edu
NCT05029999,Sarah Cannon Research Institute,WITHDRAWN,Nashville,Tennessee,37203,36.16589,-86.78444,624.9,332.9,,,
NCT05029999,"Texas Oncology, P.A.",ACTIVE_NOT_RECRUITING,Dallas,Texas,75251,32.78306,-96.80667,474.9,403.2,,,
NCT05029999,UT Southwestern Medical Center,RECRUITING,Dallas,Texas,75390,32.78306,-96.80667,474.9,403.2,"Sangeetha Reddy, MD",,sangeetha.reddy@utsouthwestern.edu
NCT05029999,The University of Texas Health Science Center at San Antonio,RECRUITING,San Antonio,Texas,78229,29.42412,-98.49363,446.9,465.7,"Virginia Kaklamani, MD,DSC",,kaklamani@uthscsa.edu
NCT05035836,M D Anderson Cancer Center,RECRUITING,Houston,Texas,77030,29.76328,-95.36327,497.8,459.8,Vicente Valero,713-563-0751,vvalero@mdanderson.org
NCT05036226,Medical University of South Carolina,RECRUITING,Charleston,South Carolina,29425,32.77632,-79.93275,737.1,382.2,HCC Clinical Trials Office,843-792-9321,hcc-clinical-trials@musc.edu
NCT05037825,Baptist Health Clinical Research,RECRUITING,Elizabethtown,Kentucky,42701,37.69395,-85.85913,635.6,302.9,"Diane Drobny, BSN, RN, OCN, CCRP",(270) 706-5470,Delores.Drobny@bhsi.com
NCT05038332,University of Michigan Rogel Cancer Center,RECRUITING,Ann Arbor,Michigan,98107,42.27756,-83.74088,655.3,213.6,"William Jackson, MD",,
NCT05042687,M D Anderson Cancer Center,RECRUITING,Houston,Texas,77030,29.76328,-95.36327,497.8,459.8,Beatriz Adrada,713-792-2709,beatriz.adrada@mdanderson.org
NCT05043012,The University of Texas MD Anderson Cancer Center,RECRUITING,Houston,Texas,77030,29.76328,-95.36327,497.8,459.8,"Tharakeswara Bathala, MBBS,MD",,tkbathala@mdanderson.org
NCT05045066,Mayo Clinic in Arizona,RECRUITING,Scottsdale,Arizona,85259,33.50921,-111.89903,242.8,369.1,Clinical Trials Referral Office,855-776-0015,mayocliniccancerstudies@mayo.edu
NCT05045066,Mayo Clinic in Florida,RECRUITING,Jacksonville,Florida,32224-9980,30.33218,-81.65565,717.4,431.8,Clinical Trials Referral Office,855-776-0015,mayocliniccancerstudies@mayo.edu
NCT05054296,M D Anderson Cancer Center,RECRUITING,Houston,Texas,77030,29.76328,-95.36327,497.8,459.8,Christopher J. Logothetis,713-792-2830,
NCT05054413,M D Anderson Cancer Center,RECRUITING,Houston,Texas,77030,29.76328,-95.36327,497.8,459.8,Amy C. Moreno,832-728-6162,akmoreno@mdanderson.org
NCT05056818,M D Anderson Cancer Center,RECRUITING,Houston,Texas,77030,29.76328,-95.36327,497.8,459.8,Ray C. Mayo,713-745-4555,rcmayo@mdanderson.org
NCT05056857,M D Anderson Cancer Center,RECRUITING,Houston,Texas,77030,29.76328,-95.36327,497.8,459.8,Jyotika Sharma,281-787-7774,jsharma1@mdanderson.org
NCT05059444,University of Alabama at Birmingham,RECRUITING,Birmingham,Alabama,35205,33.52066,-86.80249,629.5,382.5,Susan Binkley,,
NCT05059444,Ironwood Cancer & Research Centers,RECRUITING,Chandler,Arizona,85224,33.30616,-111.84125,243.0,373.0,Sarah Shilling,,
NCT05059444,Genesis Cancer Center,TERMINATED,Hot Springs,Arkansas,71913,34.5037,-93.05518,532.4,370.2,,,
NCT05059444,"University of California, San Diego",RECRUITING,La Jolla,California,92093,32.84727,-117.2742,158.5,365.1,Susanna Lee,,
NCT05059444,Hoag Memorial Hospital Presbyterian,RECRUITING,Newport Beach,California,92663,33.61891,-117.92895,151.9,348.7,Alexandra Clark,,
NCT05059444,Redwood City,RECRUITING,Redwood City,California,94063,37.48522,-122.23635,107.4,261.9,Clinical Trial Operations,,
NCT05059444,Sutter Institute for Medical Research,TERMINATED,Sacramento,California,95816,38.58157,-121.4944,123.3,244.9,,,
NCT05059444,University of Colorado,RECRUITING,Aurora,Colorado,80045,39.72943,-104.83192,362.0,266.6,Emily Harper,,
NCT05059444,Memorial Healthcare System,RECRUITING,Hollywood,Florida,33021,26.0112,-80.14949,754.7,507.3,Machelle Seymour,,
NCT05059444,The Oncology Institute of Hope & Innovation,RECRUITING,Lakeland,Florida,33812,28.03947,-81.9498,719.1,474.9,Shanna Kennedy,,
NCT05059444,Tulane Cancer Center,RECRUITING,New Orleans,Louisiana,70112,29.95465,-90.07507,583.2,453.3,Alex Lieberman,,
NCT05059444,Christus Highland/ Boniol,RECRUITING,Shreveport,Louisiana,71105,32.52515,-93.75018,522.7,407.7,Nancy Hassan,,
NCT05059444,Central Maine Medical Center,RECRUITING,Lewiston,Maine,04240,44.10035,-70.21478,827.9,143.7,Jessica Bolduc,,
NCT05059444,Massachusetts General Hospital,TERMINATED,Boston,Massachusetts,02114,42.35843,-71.05977,825.5,178.3,,,
NCT05059444,Cancer & Hematology Centers of Western Michigan,RECRUITING,Grand Rapids,Michigan,49503,42.96336,-85.66809,627.6,203.9,Angela Newman,,
NCT05059444,Mayo Clinic (Rochester),RECRUITING,Rochester,Minnesota,55905,44.02163,-92.4699,534.7,190.8,Renee Bradshaw,,
NCT05059444,Astera Cancer Care,RECRUITING,East Brunswick,New Jersey,08816,40.42788,-74.41598,789.0,224.8,Percy Yeung,,
NCT05059444,Icahn School of Medicine at Mount Sinai,TERMINATED,New York,New York,10029,40.71427,-74.00597,793.4,218.3,,,
NCT05059444,UNC- Chapel Hill,RECRUITING,Chapel Hill,North Carolina,27599,35.9132,-79.05584,740.1,321.8,Chris Hilliiard,,
NCT05059444,The Christ Hospital Cancer Center,TERMINATED,Cincinnati,Ohio,45219,39.12711,-84.51439,651.9,273.8,,,
NCT05059444,Cleveland Clinic,RECRUITING,Cleveland,Ohio,44195,41.4995,-81.69541,685.3,224.1,Maria Clark,,
NCT05059444,Toledo Clinic Cancer Center,RECRUITING,Toledo,Ohio,43623,41.66394,-83.55521,659.3,224.7,Jennifer Martinez,,
NCT05059444,Crozer-Keystone Health System,TERMINATED,Broomall,Pennsylvania,19008,39.9815,-75.35658,777.9,236.0,,,
NCT05059444,University of Pennsylvania,RECRUITING,Philadelphia,Pennsylvania,19104,39.95238,-75.16362,780.7,235.9,Willdragon Wang,,
NCT05059444,Cancer Care Associates of York,RECRUITING,York,Pennsylvania,17403,39.9626,-76.72774,759.0,240.4,Katelyn Bean,,
NCT05059444,Carolina Urologic Research Center,RECRUITING,Myrtle Beach,South Carolina,29572,33.68906,-78.88669,750.1,362.5,Angela Buffkin,,
NCT05059444,Carolina Blood and Cancer Care Associates,RECRUITING,Rock Hill,South Carolina,29732,34.92487,-81.02508,713.9,345.1,Carson Lee Gallo,,
NCT05059444,UT Southwestern Medical Center,RECRUITING,Dallas,Texas,75390,32.78306,-96.80667,474.9,403.2,Saketh Nadimpalli,,
NCT05059444,DHR Health Advance Care Center,RECRUITING,Edinburg,Texas,78539,26.30174,-98.16334,451.0,523.8,Edgar Lopez Pacheco,,
NCT05059444,The Center for Cancer and Blood Disorders,RECRUITING,Forth Worth,Texas,76104,,,,,Anna Rose Abangan,,
NCT05059444,The University of Texas Health Science Center at San Antonio,RECRUITING,San Antonio,Texas,78229,29.42412,-98.49363,446.9,465.7,James Denno,,
NCT05059444,Utah Cancer Specialists,RECRUITING,Salt Lake City,Utah,84106,40.76078,-111.89105,265.7,234.4,Angela Nuttall,,
NCT05059444,ThedaCare Regional Cancer Center,RECRUITING,Appleton,Wisconsin,54911,44.26193,-88.41538,588.5,183.1,Rachel Luedtke,,
NCT05061550,Research Site,RECRUITING,Little Rock,Arkansas,72205,34.74648,-92.28959,544.0,365.2,,,
NCT05061550,Research Site,RECRUITING,Los Angeles,California,90095,34.05223,-118.24368,149.0,339.6,,,
NCT05061550,Research Site,WITHDRAWN,Oakland,California,94611,37.80437,-122.2708,108.5,256.0,,,
NCT05061550,Research Site,RECRUITING,New Haven,Connecticut,06510,41.30815,-72.92816,805.4,203.9,,,
NCT05061550,Research Site,COMPLETED,Stuart,Florida,34994,27.19755,-80.25283,749.4,485.9,,,
NCT05061550,Research Site,COMPLETED,Gainesville,Georgia,30501,34.29788,-83.82407,673.4,362.9,,,
NCT05061550,Research Site,RECRUITING,Chicago,Illinois,60637,41.85003,-87.65005,602.7,227.4,,,
NCT05061550,Research Site,WITHDRAWN,Baltimore,Maryland,21201,39.29038,-76.61219,763.2,252.5,,,
NCT05061550,Research Site,RECRUITING,Baltimore,Maryland,21231,39.29038,-76.61219,763.2,252.5,,,
NCT05061550,Research Site,RECRUITING,Boston,Massachusetts,02215,42.35843,-71.05977,825.5,178.3,,,
NCT05061550,Research Site,COMPLETED,Saint Louis Park,Minnesota,55426,44.9483,-93.34801,522.5,173.8,,,
NCT05061550,Research Site,RECRUITING,Omaha,Nebraska,68124,41.25626,-95.94043,488.3,243.6,,,
NCT05061550,Research Site,RECRUITING,Buffalo,New York,14263,42.88645,-78.87837,719.2,192.0,,,
NCT05061550,Research Site,RECRUITING,Cleveland,Ohio,44195,41.4995,-81.69541,685.3,224.1,,,
NCT05061550,Research Site,RECRUITING,Pittsburgh,Pennsylvania,15212,40.44062,-79.99589,711.9,240.0,,,
NCT05061550,Research Site,RECRUITING,Chattanooga,Tennessee,37404,35.04563,-85.30968,649.2,351.6,,,
NCT05061550,Research Site,RECRUITING,Memphis,Tennessee,38120,35.14953,-90.04898,577.5,355.9,,,
NCT05061550,Research Site,WITHDRAWN,Nashville,Tennessee,37203,36.16589,-86.78444,624.9,332.9,,,
NCT05061550,Research Site,RECRUITING,Nashville,Tennessee,37203,36.16589,-86.78444,624.9,332.9,,,
NCT05061550,Research Site,RECRUITING,Nashville,Tennessee,37232,36.16589,-86.78444,624.9,332.9,,,
NCT05061550,Research Site,RECRUITING,Houston,Texas,77030,29.76328,-95.36327,497.8,459.8,,,
NCT05061550,Research Site,RECRUITING,Houston,Texas,77090,29.76328,-95.36327,497.8,459.8,,,
NCT05061550,Research Site,RECRUITING,Fairfax,Virginia,22031,38.84622,-77.30637,755.0,262.6,,,
NCT05061550,Research Site,RECRUITING,Edmonds,Washington,98026,47.81065,-122.37736,158.4,75.1,,,
NCT05061550,Research Site,RECRUITING,Seattle,Washington,98104,47.60621,-122.33207,157.9,78.9,,,
NCT05074290,University of Florida,RECRUITING,Gainesville,Florida,32608,29.65163,-82.32483,708.6,446.0,Danielle Ogden,352-733-0488,d.ogden@ufl.edu
NCT05076760,Moffitt Cancer Center,RECRUITING,Tampa,Florida,33612,27.94752,-82.45843,711.0,477.8,Luiziane Guerra-Guevara,813-745-7789,Luiziane.Guerra-Guevara@moffitt.org
NCT05076760,Duke Cancer Institute,COMPLETED,Durham,North Carolina,27710,35.99403,-78.89862,742.1,319.9,,,
NCT05080673,Fairbanks Memorial Hospital,ACTIVE_NOT_RECRUITING,Fairbanks,Alaska,99701,64.83778,-147.71639,182.0,477.1,,,
NCT05080673,CTCA at Western Regional Medical Center,RECRUITING,Goodyear,Arizona,85338,33.43532,-112.35821,235.6,369.3,Site Public Contact,623-207-3000,
NCT05080673,Kingman Regional Medical Center,RECRUITING,Kingman,Arizona,86401,35.18944,-114.05301,216.0,332.1,Site Public Contact,702-384-0013,research@sncrf.org
NCT05080673,Cancer Center at Saint Joseph's,RECRUITING,Phoenix,Arizona,85004,33.44838,-112.07404,239.9,369.8,Site Public Contact,720-874-1881,ResearchInstituteInquiries@CommonSpirit.org
NCT05080673,University of Arizona Cancer Center - Prevention Research Clinic,RECRUITING,Tucson,Arizona,85719,32.22174,-110.92648,253.9,395.4,Site Public Contact,520-318-7057,pcarino@arizona.edu
NCT05080673,Mercy Hospital Fort Smith,RECRUITING,Fort Smith,Arkansas,72903,35.38592,-94.39855,511.7,354.1,Site Public Contact,800-378-9373,
NCT05080673,CHI Saint Vincent Cancer Center Hot Springs,SUSPENDED,Hot Springs,Arkansas,71913,34.5037,-93.05518,532.4,370.2,,,
NCT05080673,CARTI Cancer Center,RECRUITING,Little Rock,Arkansas,72205,34.74648,-92.28959,544.0,365.2,Site Public Contact,501-906-4199,Research@CARTI.com
NCT05080673,Kaiser Permanente-Anaheim,RECRUITING,Anaheim,California,92806,33.83529,-117.9145,153.0,344.7,Site Public Contact,800-398-3996,clinical.trials@kp.org
NCT05080673,Mission Hope Medical Oncology - Arroyo Grande,RECRUITING,Arroyo Grande,California,93420,35.11859,-120.59073,119.2,311.4,Site Public Contact,720-874-1881,ResearchInstituteInquiries@CommonSpirit.org
NCT05080673,PCR Oncology,RECRUITING,Arroyo Grande,California,93420,35.11859,-120.59073,119.2,311.4,Site Public Contact,702-384-0013,research@sncrf.org
NCT05080673,Kaiser Permanente-Baldwin Park,RECRUITING,Baldwin Park,California,91706,34.08529,-117.9609,153.4,340.0,Site Public Contact,800-398-3996,clinical.trials@kp.org
NCT05080673,Kaiser Permanente-Bellflower,RECRUITING,Bellflower,California,90706,33.88168,-118.11701,150.2,343.2,Site Public Contact,800-398-3996,clinical.trials@kp.org
NCT05080673,Mercy Cancer Center - Carmichael,RECRUITING,Carmichael,California,95608,38.61713,-121.32828,125.8,244.9,Site Public Contact,720-874-1881,ResearchInstituteInquiries@CommonSpirit.org
NCT05080673,Mercy San Juan Medical Center,RECRUITING,Carmichael,California,95608,38.61713,-121.32828,125.8,244.9,Site Public Contact,720-874-1881,ResearchInstituteInquiries@commonspirit.org
NCT05080673,Epic Care-Dublin,ACTIVE_NOT_RECRUITING,Dublin,California,94568,37.70215,-121.93579,112.7,259.2,,,
NCT05080673,Mercy Cancer Center - Elk Grove,RECRUITING,Elk Grove,California,95758,38.4088,-121.37162,124.2,248.5,Site Public Contact,720-874-1881,ResearchInstituteInquiries@CommonSpirit.org
NCT05080673,Bay Area Breast Surgeons Inc,ACTIVE_NOT_RECRUITING,Emeryville,California,94608,37.83132,-122.28525,108.4,255.4,,,
NCT05080673,Epic Care Partners in Cancer Care,ACTIVE_NOT_RECRUITING,Emeryville,California,94608,37.83132,-122.28525,108.4,255.4,,,
NCT05080673,Kaiser Permanente-Fontana,RECRUITING,Fontana,California,92335,34.09223,-117.43505,161.3,341.7,Site Public Contact,800-398-3996,clinical.trials@kp.org
NCT05080673,Kaiser Permanente South Bay,RECRUITING,Harbor City,California,90710,33.79002,-118.29785,147.1,344.2,Site Public Contact,800-398-3996,clinical.trials@kp.org
NCT05080673,Kaiser Permanente-Irvine,RECRUITING,Irvine,California,92618,33.66946,-117.82311,153.7,348.1,Site Public Contact,800-398-3996,clinical.trials@kp.org
NCT05080673,Kaiser Permanente Los Angeles Medical Center,RECRUITING,Los Angeles,California,90027,34.05223,-118.24368,149.0,339.6,Site Public Contact,800-398-3996,clinical.trials@kp.org
