nct_id,tumor_type,facility,status,city,state,zip,country,lat,lon,contact_name,contact_phone,contact_email
NCT03851445,nsclc,Delaware Clinical and Laboratory Physicians PA,SUSPENDED,Newark,Delaware,19713,United States,39.68372,-75.74966,,,
NCT03851445,nsclc,Helen F Graham Cancer Center,RECRUITING,Newark,Delaware,19713,United States,39.68372,-75.74966,Site Public Contact,302-623-4450,lbarone@christianacare.org
NCT03851445,nsclc,Medical Oncology Hematology Consultants PA,RECRUITING,Newark,Delaware,19713,United States,39.68372,-75.74966,Site Public Contact,302-623-4450,lbarone@christianacare.org
NCT03851445,nsclc,Christiana Care Health System-Christiana Hospital,RECRUITING,Newark,Delaware,19718,United States,39.68372,-75.74966,Site Public Contact,302-623-4450,lbarone@christianacare.org
NCT03851445,nsclc,Beebe Health Campus,RECRUITING,Rehoboth Beach,Delaware,19971,United States,38.72095,-75.07601,Site Public Contact,302-291-6730,research@beebehealthcare.org
NCT03851445,nsclc,TidalHealth Nanticoke / Allen Cancer Center,SUSPENDED,Seaford,Delaware,19973,United States,38.64123,-75.61104,,,
NCT03851445,nsclc,Christiana Care Health System-Wilmington Hospital,RECRUITING,Wilmington,Delaware,19801,United States,39.74595,-75.54659,Site Public Contact,302-623-4450,lbarone@christianacare.org
NCT03851445,nsclc,Kaiser Permanente-Capitol Hill Medical Center,RECRUITING,Washington D.C.,District of Columbia,20002,United States,38.89511,-77.03637,Site Public Contact,240-632-4285,Charmaine.A.Mckie@kp.org
NCT03851445,nsclc,Mount Sinai Comprehensive Cancer Center at Aventura,RECRUITING,Aventura,Florida,33180,United States,25.95648,-80.13921,Site Public Contact,305-674-2625,yenrique@msmc.com
NCT03851445,nsclc,UM Sylvester Comprehensive Cancer Center at Aventura,ACTIVE_NOT_RECRUITING,Aventura,Florida,33180,United States,25.95648,-80.13921,,,
NCT03851445,nsclc,UM Sylvester Comprehensive Cancer Center at Coral Gables,ACTIVE_NOT_RECRUITING,Coral Gables,Florida,33146,United States,25.72149,-80.26838,,,
NCT03851445,nsclc,UM Sylvester Comprehensive Cancer Center at Deerfield Beach,ACTIVE_NOT_RECRUITING,Deerfield Beach,Florida,33442,United States,26.31841,-80.09977,,,
NCT03851445,nsclc,Holy Cross Hospital,RECRUITING,Fort Lauderdale,Florida,33308,United States,26.12231,-80.14338,Site Public Contact,,eileen.georgi@holy-cross.com
NCT03851445,nsclc,Malcom Randall Veterans Administration Medical Center,RECRUITING,Gainesville,Florida,32610,United States,29.65163,-82.32483,Site Public Contact,352-273-8675,trials@cancer.ufl.edu
NCT03851445,nsclc,Memorial Regional Hospital/Joe DiMaggio Children's Hospital,RECRUITING,Hollywood,Florida,33021,United States,26.0112,-80.14949,Site Public Contact,954-265-1847,OHR@mhs.net
NCT03851445,nsclc,Mayo Clinic in Florida,RECRUITING,Jacksonville,Florida,32224-9980,United States,30.33218,-81.65565,Site Public Contact,855-776-0015,
NCT03851445,nsclc,University of Miami Miller School of Medicine-Sylvester Cancer Center,ACTIVE_NOT_RECRUITING,Miami,Florida,33136,United States,25.77427,-80.19366,,,
NCT03851445,nsclc,UM Sylvester Comprehensive Cancer Center at Kendall,ACTIVE_NOT_RECRUITING,Miami,Florida,33176,United States,25.77427,-80.19366,,,
NCT03851445,nsclc,Mount Sinai Medical Center,RECRUITING,Miami Beach,Florida,33140,United States,25.79065,-80.13005,Site Public Contact,305-674-2625,yenrique@msmc.com
NCT03851445,nsclc,Memorial Hospital West,RECRUITING,Pembroke Pines,Florida,33028,United States,26.00315,-80.22394,Site Public Contact,954-265-4325,
NCT03851445,nsclc,UM Sylvester Comprehensive Cancer Center at Plantation,ACTIVE_NOT_RECRUITING,Plantation,Florida,33324,United States,26.13421,-80.23184,,,
NCT03851445,nsclc,Moffitt Cancer Center-International Plaza,RECRUITING,Tampa,Florida,33607,United States,27.94752,-82.45843,Site Public Contact,800-679-0775,ClinicalTrials@moffitt.org
NCT03851445,nsclc,Moffitt Cancer Center - McKinley Campus,RECRUITING,Tampa,Florida,33612,United States,27.94752,-82.45843,Site Public Contact,800-679-0775,ClinicalTrials@moffitt.org
NCT03851445,nsclc,Moffitt Cancer Center,RECRUITING,Tampa,Florida,33612,United States,27.94752,-82.45843,Site Public Contact,800-679-0775,ClinicalTrials@moffitt.org
NCT03851445,nsclc,Moffitt Cancer Center at Wesley Chapel,RECRUITING,Wesley Chapel,Florida,33544,United States,28.23973,-82.32787,Site Public Contact,800-679-0775,ClinicalTrials@moffitt.org
NCT03851445,nsclc,Cleveland Clinic-Weston,RECRUITING,Weston,Florida,33331,United States,26.10037,-80.39977,Site Public Contact,954-659-5705,CancerAnswer@ccf.org
NCT03851445,nsclc,Phoebe Putney Memorial Hospital,SUSPENDED,Albany,Georgia,31701,United States,31.57851,-84.15574,,,
NCT03851445,nsclc,Grady Health System,RECRUITING,Atlanta,Georgia,30303,United States,33.749,-84.38798,Site Public Contact,404-778-1868,
NCT03851445,nsclc,Emory University Hospital Midtown,RECRUITING,Atlanta,Georgia,30308,United States,33.749,-84.38798,Site Public Contact,888-946-7447,
NCT03851445,nsclc,Emory University Hospital/Winship Cancer Institute,RECRUITING,Atlanta,Georgia,30322,United States,33.749,-84.38798,Site Public Contact,404-778-1868,
NCT03851445,nsclc,Emory Saint Joseph's Hospital,RECRUITING,Atlanta,Georgia,30342,United States,33.749,-84.38798,Site Public Contact,404-851-7115,
NCT03851445,nsclc,Northside Hospital,RECRUITING,Atlanta,Georgia,30342,United States,33.749,-84.38798,Site Public Contact,404-303-3355,ClinicalTrials@northside.com
NCT03851445,nsclc,Augusta University Medical Center,SUSPENDED,Augusta,Georgia,30912,United States,33.47097,-81.97484,,,
NCT03851445,nsclc,Northeast Georgia Medical Center Braselton,RECRUITING,Braselton,Georgia,30517,United States,34.10927,-83.76267,Site Public Contact,770-219-8800,cancerpatient.navigator@nghs.com
NCT03851445,nsclc,Atlanta VA Medical Center,RECRUITING,Decatur,Georgia,30033,United States,33.77483,-84.29631,Site Public Contact,404-321-6111,
NCT03851445,nsclc,Emory Decatur Hospital,RECRUITING,Decatur,Georgia,30033,United States,33.77483,-84.29631,Site Public Contact,440-778-1868,clinicaltrialsoncology@dekalbmedical.org
NCT03851445,nsclc,Northside Hospital - Duluth,RECRUITING,Duluth,Georgia,30096,United States,34.00288,-84.14464,Site Public Contact,404-303-3355,Clinical.trials@northside.com
NCT03851445,nsclc,Northeast Georgia Medical Center-Gainesville,RECRUITING,Gainesville,Georgia,30501,United States,34.29788,-83.82407,Site Public Contact,770-219-8800,cancerpatient.navigator@nghs.com
NCT03851445,nsclc,The Longstreet Clinic - Gainesville,RECRUITING,Gainesville,Georgia,30501,United States,34.29788,-83.82407,Site Public Contact,770-219-9010,
NCT03851445,nsclc,Emory Johns Creek Hospital,RECRUITING,Johns Creek,Georgia,30097,United States,34.02893,-84.19858,Site Public Contact,404-778-5714,m.lisa.hwang@emory.edu
NCT03851445,nsclc,Northside Hospital - Gwinnett,RECRUITING,Lawrenceville,Georgia,30046,United States,33.95621,-83.98796,Site Public Contact,404-303-3355,Clinical.trials@northside.com
NCT03851445,nsclc,CTCA at Southeastern Regional Medical Center,ACTIVE_NOT_RECRUITING,Newnan,Georgia,30265,United States,33.38067,-84.79966,,,
NCT03851445,nsclc,Lewis Cancer and Research Pavilion at Saint Joseph's/Candler,RECRUITING,Savannah,Georgia,31405,United States,32.08354,-81.09983,Site Public Contact,912-819-5704,underberga@sjchs.org
NCT03851445,nsclc,Suburban Hematology Oncology Associates - Snellville,RECRUITING,Snellville,Georgia,30078,United States,33.85733,-84.01991,Site Public Contact,404-303-3355,Clinical.trials@northside.com
NCT03851445,nsclc,South Georgia Medical Center/Pearlman Cancer Center,SUSPENDED,Valdosta,Georgia,31602,United States,30.83334,-83.28032,,,
NCT03851445,nsclc,Hawaii Cancer Care Inc - Waterfront Plaza,RECRUITING,Honolulu,Hawaii,96813,United States,21.30694,-157.85833,Site Public Contact,808-524-6115,i.webster@hawaiicancercare.com
NCT03851445,nsclc,Island Urology,SUSPENDED,Honolulu,Hawaii,96813,United States,21.30694,-157.85833,,,
NCT03851445,nsclc,Queen's Cancer Cenrer - POB I,RECRUITING,Honolulu,Hawaii,96813,United States,21.30694,-157.85833,Site Public Contact,808-532-0315,
NCT03851445,nsclc,Queen's Medical Center,RECRUITING,Honolulu,Hawaii,96813,United States,21.30694,-157.85833,Site Public Contact,808-545-8548,
NCT03851445,nsclc,Straub Clinic and Hospital,RECRUITING,Honolulu,Hawaii,96813,United States,21.30694,-157.85833,Site Public Contact,808-522-4333,
NCT03851445,nsclc,University of Hawaii Cancer Center,RECRUITING,Honolulu,Hawaii,96813,United States,21.30694,-157.85833,Site Public Contact,808-586-2979,
NCT03851445,nsclc,Hawaii Cancer Care Inc-Liliha,SUSPENDED,Honolulu,Hawaii,96817,United States,21.30694,-157.85833,,,
NCT03851445,nsclc,Hawaii Diagnostic Radiology Services LLC,RECRUITING,Honolulu,Hawaii,96817,United States,21.30694,-157.85833,Site Public Contact,808-792-7897,mmiyoshi@hawaiidrs.com
NCT03851445,nsclc,Kuakini Medical Center,RECRUITING,Honolulu,Hawaii,96817,United States,21.30694,-157.85833,Site Public Contact,808-547-9816,
NCT03851445,nsclc,Queen's Cancer Center - Kuakini,RECRUITING,Honolulu,Hawaii,96817,United States,21.30694,-157.85833,Site Public Contact,808-531-8521,
NCT03851445,nsclc,The Cancer Center of Hawaii-Liliha,SUSPENDED,Honolulu,Hawaii,96817,United States,21.30694,-157.85833,,,
NCT03851445,nsclc,Kaiser Permanente Moanalua Medical Center,RECRUITING,Honolulu,Hawaii,96819,United States,21.30694,-157.85833,Site Public Contact,808-432-5195,shelley.a.clark@kp.org
NCT03851445,nsclc,Kapiolani Medical Center for Women and Children,RECRUITING,Honolulu,Hawaii,96826,United States,21.30694,-157.85833,Site Public Contact,808-983-6090,
NCT03851445,nsclc,Straub Medical Center - Kahului Clinic,RECRUITING,Kahului,Hawaii,96732,United States,20.88933,-156.47293,Site Public Contact,,lori.kam@hawaiipacifichealth.org
NCT03851445,nsclc,Castle Medical Center,SUSPENDED,Kailua,Hawaii,96734,United States,21.40241,-157.74054,,,
NCT03851445,nsclc,Wilcox Memorial Hospital and Kauai Medical Clinic,RECRUITING,Lihue,Hawaii,96766,United States,21.98121,-159.3721,Site Public Contact,808-535-7960,
NCT03851445,nsclc,Hawaii Cancer Care - Westridge,RECRUITING,‘Aiea,Hawaii,96701,United States,21.38222,-157.93361,Site Public Contact,808-539-2273,info@hawaiicancercare.com
NCT03851445,nsclc,Pali Momi Medical Center,RECRUITING,‘Aiea,Hawaii,96701,United States,21.38222,-157.93361,Site Public Contact,808-486-6000,
NCT03851445,nsclc,Queen's Cancer Center - Pearlridge,RECRUITING,‘Aiea,Hawaii,96701,United States,21.38222,-157.93361,Site Public Contact,808-487-7447,
NCT03851445,nsclc,Straub Pearlridge Clinic,RECRUITING,‘Aiea,Hawaii,96701,United States,21.38222,-157.93361,Site Public Contact,808-522-4333,
NCT03851445,nsclc,The Cancer Center of Hawaii-Pali Momi,SUSPENDED,‘Aiea,Hawaii,96701,United States,21.38222,-157.93361,,,
NCT03851445,nsclc,The Queen's Medical Center - West Oahu,RECRUITING,‘Ewa Beach,Hawaii,96706,United States,21.31556,-158.00722,Site Public Contact,,rohta@queens.org
NCT03851445,nsclc,Saint Alphonsus Cancer Care Center-Boise,RECRUITING,Boise,Idaho,83706,United States,43.6135,-116.20345,Site Public Contact,734-712-3671,stephanie.couch@stjoeshealth.org
NCT03851445,nsclc,Saint Luke's Cancer Institute - Boise,RECRUITING,Boise,Idaho,83712,United States,43.6135,-116.20345,Site Public Contact,208-381-2774,eslinget@slhs.org
NCT03851445,nsclc,Saint Alphonsus Cancer Care Center-Caldwell,RECRUITING,Caldwell,Idaho,83605,United States,43.66294,-116.68736,Site Public Contact,734-712-3671,stephanie.couch@stjoeshealth.org
NCT03851445,nsclc,Kootenai Health - Coeur d'Alene,RECRUITING,Coeur d'Alene,Idaho,83814,United States,47.67768,-116.78047,Site Public Contact,406-969-6060,mccinfo@mtcancer.org
NCT03851445,nsclc,Walter Knox Memorial Hospital,SUSPENDED,Emmett,Idaho,83617,United States,43.8735,-116.4993,,,
NCT03851445,nsclc,Saint Luke's Cancer Institute - Fruitland,RECRUITING,Fruitland,Idaho,83619,United States,44.00766,-116.91655,Site Public Contact,208-381-2774,eslinget@slhs.org
NCT03851445,nsclc,Idaho Urologic Institute-Meridian,RECRUITING,Meridian,Idaho,83642,United States,43.61211,-116.39151,Site Public Contact,734-712-3671,stephanie.couch@stjoeshealth.org
NCT03851445,nsclc,Saint Luke's Cancer Institute - Meridian,RECRUITING,Meridian,Idaho,83642,United States,43.61211,-116.39151,Site Public Contact,208-381-2774,eslinget@slhs.org
NCT03851445,nsclc,Saint Alphonsus Cancer Care Center-Nampa,RECRUITING,Nampa,Idaho,83687,United States,43.54072,-116.56346,Site Public Contact,406-969-6060,mccinfo@mtcancer.org
NCT03851445,nsclc,Saint Luke's Cancer Institute - Nampa,RECRUITING,Nampa,Idaho,83687,United States,43.54072,-116.56346,Site Public Contact,208-381-2774,eslinget@slhs.org
NCT03851445,nsclc,Kootenai Clinic Cancer Services - Post Falls,RECRUITING,Post Falls,Idaho,83854,United States,47.71796,-116.95159,Site Public Contact,406-969-6060,mccinfo@mtcancer.org
NCT03851445,nsclc,Kootenai Clinic Cancer Services - Sandpoint,RECRUITING,Sandpoint,Idaho,83864,United States,48.27659,-116.55325,Site Public Contact,406-969-6060,mccinfo@mtcancer.org
NCT03851445,nsclc,Saint Luke's Cancer Institute - Twin Falls,RECRUITING,Twin Falls,Idaho,83301,United States,42.56297,-114.46087,Site Public Contact,208-381-2774,eslinget@slhs.org
NCT03851445,nsclc,OSF Saint Anthony's Health Center,RECRUITING,Alton,Illinois,62002,United States,38.8906,-90.18428,Site Public Contact,618-463-5623,
NCT03851445,nsclc,Rush-Copley Medical Center,SUSPENDED,Aurora,Illinois,60504,United States,41.76058,-88.32007,,,
NCT03851445,nsclc,Advocate Outpatient Center - Aurora,RECRUITING,Aurora,Illinois,60506,United States,41.76058,-88.32007,Site Public Contact,,ncorp@aah.org
NCT03851445,nsclc,Advocate Good Shepherd Hospital,RECRUITING,Barrington,Illinois,60010,United States,42.15391,-88.13619,Site Public Contact,847-842-4847,
NCT03851445,nsclc,Illinois CancerCare-Bloomington,RECRUITING,Bloomington,Illinois,61704,United States,40.4842,-88.99369,Site Public Contact,309-243-3605,andersonj@illinoiscancercare.com
NCT03851445,nsclc,Loyola Center for Health at Burr Ridge,RECRUITING,Burr Ridge,Illinois,60527,United States,41.74892,-87.91839,Site Public Contact,708-216-9000,
NCT03851445,nsclc,Illinois CancerCare-Canton,RECRUITING,Canton,Illinois,61520,United States,40.55809,-90.03512,Site Public Contact,309-243-3605,andersonj@illinoiscancercare.com
NCT03851445,nsclc,Illinois CancerCare-Carthage,RECRUITING,Carthage,Illinois,62321,United States,40.41643,-91.13625,Site Public Contact,309-243-3605,andersonj@illinoiscancercare.com
NCT03851445,nsclc,Centralia Oncology Clinic,RECRUITING,Centralia,Illinois,62801,United States,38.52505,-89.1334,Site Public Contact,217-876-4762,morganthaler.jodi@mhsil.com
NCT03851445,nsclc,Mount Sinai Hospital Medical Center,RECRUITING,Chicago,Illinois,60608,United States,41.85003,-87.65005,Site Public Contact,773-257-5960,suhi@sinai.org
NCT03851445,nsclc,Northwestern University,RECRUITING,Chicago,Illinois,60611,United States,41.85003,-87.65005,Site Public Contact,312-695-1301,cancer@northwestern.edu
NCT03851445,nsclc,John H Stroger Jr Hospital of Cook County,RECRUITING,Chicago,Illinois,60612,United States,41.85003,-87.65005,Site Public Contact,312-864-5204,
NCT03851445,nsclc,Rush MD Anderson Cancer Center,RECRUITING,Chicago,Illinois,60612,United States,41.85003,-87.65005,Site Public Contact,312-226-2371,Cancer_Studies@rush.edu
NCT03851445,nsclc,Swedish Covenant Hospital,RECRUITING,Chicago,Illinois,60625,United States,41.85003,-87.65005,Site Public Contact,773-878-8200,
NCT03851445,nsclc,University of Chicago Comprehensive Cancer Center,RECRUITING,Chicago,Illinois,60637,United States,41.85003,-87.65005,Site Public Contact,773-702-8222,cancerclinicaltrials@bsd.uchicago.edu
NCT03851445,nsclc,Advocate Illinois Masonic Medical Center,RECRUITING,Chicago,Illinois,60657,United States,41.85003,-87.65005,Site Public Contact,773-296-5360,
NCT03851445,nsclc,AMG Crystal Lake - Oncology,RECRUITING,Crystal Lake,Illinois,60014,United States,42.24113,-88.3162,Site Public Contact,630-929-6129,advocateresearch@advocate.com
NCT03851445,nsclc,Carle at The Riverfront,RECRUITING,Danville,Illinois,61832,United States,40.12448,-87.63002,Site Public Contact,800-446-5532,Research@Carle.com
NCT03851445,nsclc,Hematology Oncology Consultants Limited-Darien,ACTIVE_NOT_RECRUITING,Darien,Illinois,60561,United States,41.75198,-87.97395,,,
NCT03851445,nsclc,Northwestern Medicine Cancer Center Kishwaukee,RECRUITING,DeKalb,Illinois,60115,United States,41.92947,-88.75036,Site Public Contact,630-352-5360,Donald.Smith3@nm.org
NCT03851445,nsclc,Cancer Care Specialists of Illinois - Decatur,RECRUITING,Decatur,Illinois,62526,United States,39.84031,-88.9548,Site Public Contact,217-876-4762,morganthaler.jodi@mhsil.com
NCT03851445,nsclc,Decatur Memorial Hospital,RECRUITING,Decatur,Illinois,62526,United States,39.84031,-88.9548,Site Public Contact,217-876-4762,morganthaler.jodi@mhsil.com
NCT03851445,nsclc,Illinois CancerCare-Dixon,RECRUITING,Dixon,Illinois,61021,United States,41.83892,-89.47955,Site Public Contact,815-285-7800,
NCT03851445,nsclc,Advocate Good Samaritan Hospital,RECRUITING,Downers Grove,Illinois,60515,United States,41.80892,-88.01117,Site Public Contact,630-275-1270,Barbara.barhamand@advocatehealth.com
NCT03851445,nsclc,Carle Physician Group-Effingham,RECRUITING,Effingham,Illinois,62401,United States,39.12004,-88.54338,Site Public Contact,800-446-5532,Research@carle.com
NCT03851445,nsclc,Crossroads Cancer Center,RECRUITING,Effingham,Illinois,62401,United States,39.12004,-88.54338,Site Public Contact,217-876-4762,morganthaler.jodi@mhsil.com
NCT03851445,nsclc,Advocate Sherman Hospital,RECRUITING,Elgin,Illinois,60123,United States,42.03725,-88.28119,Site Public Contact,847-429-2907,
NCT03851445,nsclc,Illinois CancerCare-Eureka,RECRUITING,Eureka,Illinois,61530,United States,40.72143,-89.27286,Site Public Contact,309-243-3605,andersonj@illinoiscancercare.com
NCT03851445,nsclc,NorthShore University HealthSystem-Evanston Hospital,RECRUITING,Evanston,Illinois,60201,United States,42.04114,-87.69006,Site Public Contact,847-570-2109,
NCT03851445,nsclc,Illinois CancerCare-Galesburg,RECRUITING,Galesburg,Illinois,61401,United States,40.94782,-90.37124,Site Public Contact,309-243-3605,andersonj@illinoiscancercare.com
NCT03851445,nsclc,Western Illinois Cancer Treatment Center,SUSPENDED,Galesburg,Illinois,61401,United States,40.94782,-90.37124,,,
NCT03851445,nsclc,Northwestern Medicine Cancer Center Delnor,RECRUITING,Geneva,Illinois,60134,United States,41.88753,-88.30535,Site Public Contact,630-352-5360,Donald.Smith3@nm.org
NCT03851445,nsclc,NorthShore University HealthSystem-Glenbrook Hospital,RECRUITING,Glenview,Illinois,60026,United States,42.06975,-87.78784,Site Public Contact,847-570-2109,
NCT03851445,nsclc,Northwestern Medicine Glenview Outpatient Center,RECRUITING,Glenview,Illinois,60026,United States,42.06975,-87.78784,Site Public Contact,312-695-1102,
NCT03851445,nsclc,Northwestern Medicine Grayslake Outpatient Center,RECRUITING,Grayslake,Illinois,60030,United States,42.34447,-88.04175,Site Public Contact,312-695-1102,
NCT03851445,nsclc,Ingalls Memorial Hospital,RECRUITING,Harvey,Illinois,60426,United States,41.61003,-87.64671,Site Public Contact,708-915-4673,clinicaltrials@ingalls.org
NCT03851445,nsclc,Advocate South Suburban Hospital,RECRUITING,Hazel Crest,Illinois,60429,United States,41.5717,-87.69449,Site Public Contact,708-799-9995,
NCT03851445,nsclc,NorthShore University HealthSystem-Highland Park Hospital,RECRUITING,Highland Park,Illinois,60035,United States,42.18169,-87.80034,Site Public Contact,847-570-2109,
NCT03851445,nsclc,Edward Hines Jr VA Hospital,RECRUITING,Hines,Illinois,60141,United States,41.85364,-87.8395,Site Public Contact,708-202-8387,
NCT03851445,nsclc,Loyola Medicine Homer Glen,RECRUITING,Homer Glen,Illinois,60491,United States,41.60003,-87.93811,Site Public Contact,708-216-9000,
NCT03851445,nsclc,Illinois CancerCare-Kewanee Clinic,RECRUITING,Kewanee,Illinois,61443,United States,41.24559,-89.92483,Site Public Contact,309-243-3605,andersonj@illinoiscancercare.com
NCT03851445,nsclc,Northwestern Medicine Lake Forest Hospital,RECRUITING,Lake Forest,Illinois,60045,United States,42.25863,-87.84063,Site Public Contact,,cancertrials@northwestern.edu
NCT03851445,nsclc,AMG Libertyville - Oncology,RECRUITING,Libertyville,Illinois,60048,United States,42.28308,-87.95313,Site Public Contact,630-929-6129,advocateresearch@advocatehealth.com
NCT03851445,nsclc,Condell Memorial Hospital,RECRUITING,Libertyville,Illinois,60048,United States,42.28308,-87.95313,Site Public Contact,630-929-6129,advocateresearch@advocatehealth.com
NCT03851445,nsclc,Rush MD Anderson Cancer Center at Rush Lisle,RECRUITING,Lisle,Illinois,60532,United States,41.80114,-88.07479,Site Public Contact,312-226-2371,Cancer_Studies@rush.edu
NCT03851445,nsclc,Illinois CancerCare-Macomb,RECRUITING,Macomb,Illinois,61455,United States,40.45921,-90.6718,Site Public Contact,309-243-3605,andersonj@illinoiscancercare.com
NCT03851445,nsclc,Carle Physician Group-Mattoon/Charleston,RECRUITING,Mattoon,Illinois,61938,United States,39.48309,-88.37283,Site Public Contact,800-446-5532,Research@carle.com
NCT03851445,nsclc,Loyola University Medical Center,RECRUITING,Maywood,Illinois,60153,United States,41.8792,-87.84312,Site Public Contact,708-226-4357,
NCT03851445,nsclc,Marjorie Weinberg Cancer Center at Loyola-Gottlieb,RECRUITING,Melrose Park,Illinois,60160,United States,41.90059,-87.85673,Site Public Contact,708-450-4554,
NCT03851445,nsclc,SSM Health Good Samaritan,SUSPENDED,Mount Vernon,Illinois,62864,United States,38.31727,-88.90312,,,
NCT03851445,nsclc,UC Comprehensive Cancer Center at Silver Cross,RECRUITING,New Lenox,Illinois,60451,United States,41.51198,-87.96561,Site Public Contact,773-702-8222,cancerclinicaltrials@bsd.uchicago.edu
NCT03851445,nsclc,Cancer Care Center of O'Fallon,RECRUITING,O'Fallon,Illinois,62269,United States,38.59227,-89.91121,Site Public Contact,217-876-4762,morganthaler.jodi@mhsil.com
NCT03851445,nsclc,HSHS Saint Elizabeth's Hospital,RECRUITING,O'Fallon,Illinois,62269,United States,38.59227,-89.91121,Site Public Contact,217-876-4762,morganthaler.jodi@mhsil.com
NCT03851445,nsclc,Northwestern Medicine Oak Brook,RECRUITING,Oak Brook,Illinois,60523,United States,41.83281,-87.92895,Site Public Contact,,nctnprogram_rhlccc@northwestern.edu
NCT03851445,nsclc,Advocate Christ Medical Center,RECRUITING,Oak Lawn,Illinois,60453-2699,United States,41.71087,-87.75811,Site Public Contact,800-323-8622,
NCT03851445,nsclc,Rush MD Anderson Cancer Center at Rush Oak Park,RECRUITING,Oak Park,Illinois,60304,United States,41.88503,-87.7845,Site Public Contact,312-226-2371,Cancer_Studies@rush.edu
NCT03851445,nsclc,Northwestern Medicine Orland Park,RECRUITING,Orland Park,Illinois,60462,United States,41.63031,-87.85394,Site Public Contact,,nctnprogram_rhlccc@northwestern.edu
NCT03851445,nsclc,University of Chicago Medicine-Orland Park,RECRUITING,Orland Park,Illinois,60462,United States,41.63031,-87.85394,Site Public Contact,773-702-8222,cancerclinicaltrials@bsd.uchicago.edu
NCT03851445,nsclc,Illinois CancerCare-Ottawa Clinic,RECRUITING,Ottawa,Illinois,61350,United States,41.34559,-88.84258,Site Public Contact,309-243-3605,andersonj@illinoiscancercare.com
NCT03851445,nsclc,Advocate Lutheran General Hospital,RECRUITING,Park Ridge,Illinois,60068,United States,42.01114,-87.84062,Site Public Contact,847-384-3621,
NCT03851445,nsclc,Illinois CancerCare-Pekin,RECRUITING,Pekin,Illinois,61554,United States,40.56754,-89.64066,Site Public Contact,309-243-3605,andersonj@illinoiscancercare.com
NCT03851445,nsclc,Illinois CancerCare-Peoria,RECRUITING,Peoria,Illinois,61615,United States,40.69365,-89.58899,Site Public Contact,309-243-3605,andersonj@illinoiscancercare.com
NCT03851445,nsclc,Methodist Medical Center of Illinois,RECRUITING,Peoria,Illinois,61636,United States,40.69365,-89.58899,Site Public Contact,309-243-3605,andersonj@illinoiscancercare.com
NCT03851445,nsclc,Illinois CancerCare-Peru,RECRUITING,Peru,Illinois,61354,United States,41.32753,-89.12897,Site Public Contact,309-243-3605,andersonj@illinoiscancercare.com
NCT03851445,nsclc,Valley Radiation Oncology,RECRUITING,Peru,Illinois,61354,United States,41.32753,-89.12897,Site Public Contact,815-664-4141,
NCT03851445,nsclc,Illinois CancerCare-Princeton,RECRUITING,Princeton,Illinois,61356,United States,41.36809,-89.46481,Site Public Contact,309-243-3605,andersonj@illinoiscancercare.com
NCT03851445,nsclc,OSF Saint Anthony Medical Center,RECRUITING,Rockford,Illinois,61108,United States,42.27113,-89.094,Site Public Contact,815-227-2633,
NCT03851445,nsclc,Mercyhealth Cancer Institute - Rockford,RECRUITING,Rockford,Illinois,61114,United States,42.27113,-89.094,Site Public Contact,815-971-5858,oncologyclinicaltrials@mhemail.org
NCT03851445,nsclc,Memorial Hospital East,RECRUITING,Shiloh,Illinois,62269,United States,38.56144,-89.89732,Site Public Contact,314-747-9912,dschwab@wustl.edu
NCT03851445,nsclc,MercyOne Genesis Silvis Cancer Center,SUSPENDED,Silvis,Illinois,61282,United States,41.51226,-90.41513,,,
NCT03851445,nsclc,Southern Illinois University School of Medicine,RECRUITING,Springfield,Illinois,62702,United States,39.80172,-89.64371,Site Public Contact,217-545-7929,
NCT03851445,nsclc,Springfield Clinic,RECRUITING,Springfield,Illinois,62702,United States,39.80172,-89.64371,Site Public Contact,800-444-7541,
NCT03851445,nsclc,Springfield Memorial Hospital,RECRUITING,Springfield,Illinois,62781,United States,39.80172,-89.64371,Site Public Contact,217-528-7541,pallante.beth@mhsil.com
NCT03851445,nsclc,Carle Cancer Center,RECRUITING,Urbana,Illinois,61801,United States,40.11059,-88.20727,Site Public Contact,800-446-5532,Research@carle.com
NCT03851445,nsclc,The Carle Foundation Hospital,RECRUITING,Urbana,Illinois,61801,United States,40.11059,-88.20727,Site Public Contact,800-446-5532,Research@carle.com
NCT03851445,nsclc,Northwestern Medicine Cancer Center Warrenville,RECRUITING,Warrenville,Illinois,60555,United States,41.81781,-88.1734,Site Public Contact,630-352-5360,Donald.Smith3@nm.org
NCT03851445,nsclc,Illinois CancerCare - Washington,RECRUITING,Washington,Illinois,61571,United States,40.70365,-89.40731,Site Public Contact,309-243-3605,andersonj@illinoiscancercare.com
NCT03851445,nsclc,Rush-Copley Healthcare Center,SUSPENDED,Yorkville,Illinois,60560,United States,41.64114,-88.44729,,,
NCT03851445,nsclc,Midwestern Regional Medical Center,ACTIVE_NOT_RECRUITING,Zion,Illinois,60099,United States,42.44613,-87.83285,,,
NCT03851445,nsclc,Northwest Cancer Center - Crown Point,RECRUITING,Crown Point,Indiana,46307,United States,41.41698,-87.36531,Site Public Contact,219-836-6879,CancerResearch@powershealth.org
NCT03851445,nsclc,Northwest Oncology LLC,RECRUITING,Dyer,Indiana,46311,United States,41.4942,-87.52171,Site Public Contact,219-924-8178,
